epoch,train_loss,val_loss,split,model
1,2.9173720677693686,3.479060411453247,split_03,lstm_ae
2,2.630751311779022,3.192143678665161,split_03,lstm_ae
3,2.4252770708666906,3.048006057739258,split_03,lstm_ae
4,2.2917599976062775,2.9475104808807373,split_03,lstm_ae
5,2.214781320757336,2.927196979522705,split_03,lstm_ae
6,2.172142230802112,2.894289970397949,split_03,lstm_ae
7,2.137277421024111,2.90215802192688,split_03,lstm_ae
8,2.1197940376069813,2.8727803230285645,split_03,lstm_ae
9,2.0767899321185217,2.8704097270965576,split_03,lstm_ae
10,2.051995082034005,2.836195707321167,split_03,lstm_ae
11,2.0239202744430966,2.8129568099975586,split_03,lstm_ae
12,2.010706626706653,2.804318904876709,split_03,lstm_ae
13,1.9858212802145216,2.7772369384765625,split_03,lstm_ae
14,1.9643372297286987,2.769731044769287,split_03,lstm_ae
15,1.957789162794749,2.7453725337982178,split_03,lstm_ae
16,1.9384502073129017,2.7390880584716797,split_03,lstm_ae
17,1.9275023208724127,2.7434775829315186,split_03,lstm_ae
18,1.9104307525687747,2.7049858570098877,split_03,lstm_ae
19,1.9040236969788868,2.6989846229553223,split_03,lstm_ae
20,1.8855010403527155,2.6947247982025146,split_03,lstm_ae
21,1.8742266363567777,2.6843338012695312,split_03,lstm_ae
22,1.8696742355823517,2.6746087074279785,split_03,lstm_ae
23,1.8636780314975314,2.666008472442627,split_03,lstm_ae
24,1.8468617796897888,2.662365674972534,split_03,lstm_ae
25,1.8468034466107686,2.6625144481658936,split_03,lstm_ae
26,1.8326729436715443,2.6610829830169678,split_03,lstm_ae
27,1.8340311116642423,2.6418333053588867,split_03,lstm_ae
28,1.8105723526742723,2.654082775115967,split_03,lstm_ae
29,1.809396657678816,2.639430284500122,split_03,lstm_ae
30,1.8048810528384314,2.637211561203003,split_03,lstm_ae
31,1.7903422084119585,2.6450464725494385,split_03,lstm_ae
32,1.7811066375838385,2.640071153640747,split_03,lstm_ae
33,1.7746440867582958,2.6455864906311035,split_03,lstm_ae
34,1.7654324803087447,2.631777286529541,split_03,lstm_ae
35,1.7546519968244765,2.6260128021240234,split_03,lstm_ae
36,1.7525579697555966,2.6220107078552246,split_03,lstm_ae
37,1.7344310250547197,2.6250457763671875,split_03,lstm_ae
38,1.7261834310160742,2.642202615737915,split_03,lstm_ae
39,1.7183149324523077,2.6439292430877686,split_03,lstm_ae
40,1.708589838610755,2.6506667137145996,split_03,lstm_ae
